Feature ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
1a31d66bcacf66832f71de5f78c70c03	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	 s__Pseudomonas_reactans
adf2793fa83022da080dd1961f2a8e0c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	 s__Pseudomonas_reactans
565ffe1730acc325693b26fe88010188	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
dde7677b8bb0e625b3f695216031ed24	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
4398a08668df3236689cb687955b1d43	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Catellicoccaceae	 g__Catellicoccus	 s__uncultured_bacterium
f834bb673c0a5863412a1d52ef75316f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
f5c0343cdc85865f13a69af09280dbbf	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
4367361ba3d97587621e766a0f85f92a	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Catellicoccaceae	 g__Catellicoccus	 s__uncultured_bacterium
2c734a5e8cbdc9457df7a6bd269a67e7	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
5c152a8618d2cf283fb00e5707425559	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
5dc8b50eb2e4aea192d2d6a6417a9812	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__Lactobacillus_aviarius
20fb2b69e8f2eeb68c6223aa5a8f40e8	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Candidatus_Arthromitus	
3d4218722523b61576d600a9581b2857	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
ad7a2b09710ef63aae4cf729ef21161a	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
7a519b187575dc4b32cd4e3d320dfbed	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__Lactobacillus_aviarius
621fe8c620864e3f56a3df6fc9e3f8df	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Candidatus_Arthromitus	
0d8c0c621112c2619d3e83507c13be93	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
be6cb86dfe86a37fe2fb31903934c721	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae		
732a01400da3a6a789d44833ecc7cbb5	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
33d6d07e1a0a172294f2a28b64db66e8	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae		
c8c1f35dc4cc7ab520b45cbaad8fe8bc	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Microbacterium	
6b349710ee6d62f02bcae7b11e0e5b6f	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
d46c3e6ddf6b569b6bc2b848ca2de953	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
b05620c6b99c82e1e172e99e1f9c60ea	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Microbacterium	
eedf2bebea30476477e48dace3be80be	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
673163bf9561e67a7eb10d9fca50531d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
2b6a470c370a9bcd8acd99ce6276022d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
e30a7122a791e81004617cf620712800	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
2f9d9aa467eb4610221779d8fe738957	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
fc0cfe849f3a8da35bf7e7de74630451	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Turicibacter	 s__uncultured_bacterium
f51a2a7527618b220b6b520bcaffafdf	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
5552b03a6b660fe30ddfd97370315af2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Yersiniaceae	 g__Serratia	 s__Rahnella_aquatilis
4f00c9a5ac8ca129a3ae90be90ed647b	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Hydra_vulgaris
df2e036154ba62047bdc99f79b2eb844	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Turicibacter	 s__uncultured_bacterium
9c6bd5fc29f69352b663e222cf6e3da1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Yersiniaceae	 g__Serratia	 s__Rahnella_aquatilis
5e6812e9bfe3c8ef3a2d9d5da62800de	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Hydra_vulgaris
b0c330ef25619b5d6547aa6d89ab348d	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
3d68d7f1401ea8886db5eaa0c3b153c6	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Ammopiptanthus_mongolicus
7f045ffc644fd714231ba259eeae1ac8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
171595ff5faa564f03ac78f35544dcf8	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Ammopiptanthus_mongolicus
905f9837c0cae8c8e87cf2f499c3bc4e	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Coccomyxa_simplex
6c663e2f68a8ecfae2792779c3b523c0	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
0460197977ccc920166b7e6361b2646a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
f01c9c0b6ccb8bc64042dd514eb6ae5c	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
fe8f5ef09faa75377f2a8b2ad6c2522b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
0df7cb951115cd2889cf465d8bbb01d4	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Staphylococcales	 f__Staphylococcaceae	 g__Staphylococcus	 s__Staphylococcus_warneri
f51879111e35f3466f0634fecbf7766d	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	 s__bacterium
9134210c7139e069e8fa400371a2237d	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Coccomyxa_simplex
07e4b661eef2e62a808c7ba093fec509	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
93185d20aa9a95fe39c87a323e26cc65	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Staphylococcales	 f__Staphylococcaceae	 g__Staphylococcus	 s__Staphylococcus_warneri
41b0b5f8c84eb4bc1d4b11af7a5911dc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	
814c9377a68f1546fd67ac69fe74a632	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	
da3649d689a34bb34bee995b286a3e7a	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
5785ef2104ef9df279e8575d3e6fa311	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
c9cd90334b03366f1cd47ecf3541f0a9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Enterobacteriaceae	 g__Enterobacter	 s__Citrobacter_europaeus
00eee3951d087a3adf27dc2457fd0cd1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
657fbb9c9db864d72fe216203df85753	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
12766e368233985c3e572cbbb666e696	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Enterobacteriaceae	 g__Enterobacter	 s__Citrobacter_europaeus
81229be57d3bed3cf7b8a40c20ca6e4f	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	
a3adca757561afca725174bc376ee06c	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
c955ee17c80af270108474ec00bd36e5	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
b8885f634b966a5aa1a05491bd04fd10	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Helicobacteraceae	 g__Helicobacter	
ad0f70f52f73fbcc3a7e433bca9bb199	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelatoclostridiaceae	 g__Erysipelatoclostridium	 s__uncultured_Clostridium
7b122f4763cb43073fc564cd3a43bc8a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Enterobacteriaceae	 g__Enterobacter	 s__Citrobacter_europaeus
3deeecad93c6a61dbeffc574f85ad0fe	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__uncultured_bacterium
9671fe8b6b3155bf152afaf8b0844256	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
8481caf6a278e7c916e3a7f077772d7c	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelatoclostridiaceae	 g__Erysipelatoclostridium	 s__uncultured_Clostridium
69c5bf367020e37bb4a14dc60263e385	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Enterococcus	 s__Enterococcus_durans
d95554aa3eed2d7e024bd59e49f295bf	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	
8cc48b44464cc7a2bac9c9b6eafd0d4c	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
5dd8800342cccd0a69c0e3f9344407c4	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__uncultured_bacterium
416b62b9d645919a8ad410e74e82f439	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
a18e781b132011816488d3855e51842f	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
d6e342b3498167e56a7b6e6aa059af34	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Helicobacteraceae	 g__Helicobacter	
d6c315b010364cb66b1f6d967a1cfabd	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
42df146d2eb13b10c61c3a51aa24689c	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelatoclostridiaceae	 g__Erysipelatoclostridium	
c860bb0a9ea62d020fbcf01795147ae6	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae		
abf694b32b8458feff0e5ef099c4ce70	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
93405056f4bd93c2708d5d8acdcfa386	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Candidatus_Arthromitus	 s__uncultured_bacterium
49425bbc4b4320e204da0226fcdeae68	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Enterobacteriaceae	 g__Enterobacter	 s__Citrobacter_europaeus
2062382751b4f9f8021c06bbc5b072ff	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Erwiniaceae	 g__Pantoea	
2577150476a1465b4a4f79f299400ad6	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Enterococcus	 s__Enterococcus_durans
dcfc182c1972a04d9b82383f30c00dac	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Anaplasmataceae	 g__Wolbachia	 s__proteobacterium_symbiont
c245d250193840a7963d4ad680317bf4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	
67a59cce169e3edacf2dc3a9efc0ac4e	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelatoclostridiaceae	 g__Erysipelatoclostridium	
d57195a3865db8d21038a45953d1d048	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
d57995cdf10e9929715971087a78528e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	 s__Acinetobacter_radioresistens
d97397d72bee0758d18a7a4915d3654d	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
d419f5ad41e5ff9223f3849dd36442b8	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae		
930a4ecdd495dcc56c33cf08d44e14c4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__Citromicrobium_bathyomarinum
a06d718a2c92402ca63eb53c9e760ccd	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	 s__Erythrobacter_sp.
f516c2493a73d592a98d242c169a121c	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
5855df1b1cae5f8c7234bf05a723dff0	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Candidatus_Arthromitus	 s__uncultured_bacterium
937ce48be45a1b3e7a3bbc03bc6add89	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	 s__bacterium
b89539fee443d44238b1d8daac4a6d43	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
9e174b10fc11a642492b608f7e582990	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Enterobacteriaceae	 g__Escherichia-Shigella	 s__Escherichia_sp.
1cae48c5652f7c8a408f05dbe0476d24	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Sanguibacteraceae	 g__Sanguibacter	
5f33323923ecdf5061425ad28ad5e89b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Erwiniaceae	 g__Pantoea	
cc2ddc534bc469e138a5073ec9670d11	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Anaplasmataceae	 g__Wolbachia	 s__proteobacterium_symbiont
beab40689bf1e47ea7a0fd65312f78b5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	
aa268cf5732a1fb7654c309f211d3091	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	 s__Acinetobacter_radioresistens
dab17da481c79804a978e528018b54bc	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Erythrobacter	 s__Citromicrobium_bathyomarinum
290f41ae6b5863e90a5e2b9bde03ff3f	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Curtobacterium	 s__Curtobacterium_flaccumfaciens
0ccdeaead9a0db68cbc27acfcfe7a78f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Erwiniaceae	 g__Pantoea	 s__bacterium
5629b43a28194d518fbcd994e54bb50c	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
09ce6ae4081dc3d807263074d41c1eb3	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	
b9f18c1bf346e2d0461a4f4126c9004b	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
6b46f3a9904844ea1b7552056d20caeb	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
b078f6b5a7c5b31fa98d9821a695c50c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Orbales	 f__Orbaceae		
4f42c951a71d4862aabc47731e1415fe	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	 s__bacterium
ec29ed1acaf764c00866f239a37f70d8	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
25f1d9526a9f8bcdf516fa3c3cf586d9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	 s__Arachis_hypogaea
85d738af95f671063392b28f6054042d	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	
09a1df36af4e117302714f5c086d8c8f	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Curtobacterium	 s__Curtobacterium_flaccumfaciens
6c63cd0cfb4a705ae88ddfc04100eb04	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	
6b84ffc4db5dcf0196796643c8d62d9b	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Sanguibacteraceae	 g__Sanguibacter	
f0e554e3eb68ee46b4f40b05b43b6d8a	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Leuconostocaceae	 g__Leuconostoc	 s__Leuconostoc_lactis
26009e605acf15e1c573b73167bb9d45	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Castanea_mollissima
d9d4e7dfa4cb28e9fdfe63b9490e68fe	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Micrococcus	 s__Micrococcus_sp.
dc9a247d79c3c8365015a98c0a569f91	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	 s__uncultured_bacterium
27704ac2e63a5f81bfd004deaeaa178f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales	 f__Erwiniaceae	 g__Pantoea	 s__bacterium
9b2f41f584c8aeee390372e4c5812c30	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__Lactobacillus_aviarius
0b0bee8d6af96f03d5f182d68f3cd021	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
ffba8b72662b6a41e2368e9cdd7c6f90	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__Turicibacter	 s__uncultured_bacterium
88a2da2f5a5c5c2365d76fb31953004d	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Enterococcus	 s__Enterococcus_durans
9c39a76a919ab82d33c35086f2910d91	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelatoclostridiaceae	 g__Erysipelatoclostridium	 s__uncultured_Clostridium
e0cbe11ced980751b533fc4ec86f0145	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Orbales	 f__Orbaceae		
ce4ab95e8606c770192d3dccb2db9bbe	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
3cdba1fd38570eb993ed4d133fda6051	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales			
83085a7b8455f9e4cb06f1e9d09e54a8	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Streptococcaceae	 g__Lactococcus	 s__Lactococcus_garvieae
ab14bc80207c599b8083ca4c65aec3c1	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae	 g__Amnibacterium	 s__uncultured_bacterium
3deab0132cf90aad826895c7ffe0fd0b	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Heveochlorella_hainangensis
5769af5c76001a02d405c0f352048902	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Micrococcus	 s__Micrococcus_sp.
c48f44cae25a7ccdd2f459566babf9b2	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Enterococcus	 s__Enterococcus_durans
9a4754edc4c6d65ece8a6370f2319627	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
5468ab690e6ed7143aee09fcfc31f031	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Lachnospirales	 f__Lachnospiraceae	 g__Tyzzerella	 s__uncultured_Eubacteriaceae
3842565d2aebc1fdac362ebd27281e0f	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	 s__uncultured_bacterium
bdfbec30982c1029a69561053abc56a8	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales			
59fb65465429fb8f41dcbdfc0d4d2604	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__Lactobacillus_sakei
0265e3d68dadec2174c4185817b75a76	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Leuconostocaceae	 g__Leuconostoc	 s__Leuconostoc_lactis
25c760245c73d105d2a7045a71875e9b	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Castanea_mollissima
eacf74d90cea9fd2d551b5927b97dcc0	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Enterococcus	 s__Enterococcus_durans
cfdabd8dc53efc03e45798f96c1d2070	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Chloroplast	 f__Chloroplast	 g__Chloroplast	 s__Punica_granatum
b519d8fcc3cf9d00cfc3238c84d4b36e	d__Bacteria						
c376f0c12ba42375e1358383edc1cad1	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Erysipelotrichales	 f__Erysipelatoclostridiaceae	 g__Erysipelatoclostridium	 s__uncultured_Clostridium
ffce7f19c1812680b38ea88784cf9f8f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae	 g__Rickettsiella	
